image,label,split
./sliceguard_tmp/d8e7cd5ffa6c446eafde8255da466d71.jfif,apple,train
./sliceguard_tmp/6c51080765aa443d8aa88cc1d50b2038.jfif,apple,train
./sliceguard_tmp/43f725b5dff748cb8da6373945b34333.jfif,apple,train
./sliceguard_tmp/c344ce698a384a418ccb7724e0ab3560.jfif,apple,train
./sliceguard_tmp/a1ade4c034f9410c9a483d7687dc6570.jfif,apple,train
./sliceguard_tmp/816fd1d9938d4a61aaea359c45e6519c.jfif,apple,train
./sliceguard_tmp/e798524519a947fe8dc0c9a73e4632c6.jfif,apple,train
./sliceguard_tmp/71ca6992f3114014b0282e420950fcd2.jfif,apple,train
./sliceguard_tmp/6a0a48f45e524592b345d47bda905033.jfif,apple,train
./sliceguard_tmp/236edfa0bf8e4337b084152571e2b89a.jfif,apple,train
./sliceguard_tmp/78a8cdf6f50e434fb834c77769d481ec.jfif,apple,train
./sliceguard_tmp/158d4fef183847bd835274bbe0b80e6f.jfif,apple,train
./sliceguard_tmp/96719f1f0982472f86e3928ea23b1db6.jfif,apple,train
./sliceguard_tmp/66007a9b05dc4af19cb510d3bbd1c28d.jfif,apple,train
./sliceguard_tmp/8ef7073407b546d18964970a244939cc.jfif,apple,train
./sliceguard_tmp/cb9d2808c5e8414f85ae0054aa1b34a8.jfif,apple,train
./sliceguard_tmp/c03b53c661494010a01288e46c496c61.jfif,apple,train
./sliceguard_tmp/821773ba5e7f448d811b659244886a05.jfif,apple,train
./sliceguard_tmp/c5dfb3fc195c42bbab85f25951df6c93.jfif,apple,train
./sliceguard_tmp/206b8e5dc9d64004bff7d077d43125ab.jfif,apple,train
./sliceguard_tmp/316bb411d7a444099f28f32b0166d5c8.jfif,apple,train
./sliceguard_tmp/2bc698abbb69482390cce5fc055a406c.jfif,apple,train
./sliceguard_tmp/1f1c2a85bca44eef9f16a6cb25431331.jfif,apple,train
./sliceguard_tmp/09c33a417003440285a7f66d3f862e98.jfif,apple,train
./sliceguard_tmp/ac94f7fc0d2a4a24ace23c60e32e05dd.jfif,apple,train
./sliceguard_tmp/12bbaf2c72ea43d98a611990338bca0e.jfif,apple,train
./sliceguard_tmp/2905eb0a05a14f10be8b89e436072510.jfif,apple,train
./sliceguard_tmp/d8a9dac1b2274b84a3e496cbae68c151.jfif,apple,train
./sliceguard_tmp/13c630d4376f4694b8a4fea0a25163e2.jfif,apple,train
./sliceguard_tmp/1aa33d01588845b8a79a1514e0cd426f.jfif,apple,train
./sliceguard_tmp/fd2c12b3fc77438696f94878dc66cefb.jfif,apple,train
./sliceguard_tmp/083f4cf4f90344c8a0a3e1021b495c30.jfif,apple,train
./sliceguard_tmp/b76d992a64f24931bd668275c53e6275.jfif,apple,train
./sliceguard_tmp/88810316b9874a9fb1a77581176df8d2.jfif,apple,train
./sliceguard_tmp/e7a71482af4f4d59a73b474ba8cfc004.jfif,apple,train
./sliceguard_tmp/b047dc8738fe4d158bc34f004a6d3351.jfif,apple,train
./sliceguard_tmp/80f162371dbf49b5b02c7a9a2e3a22ac.jfif,apple,train
./sliceguard_tmp/9efc931a330f49929ffd8d1686fb546f.jfif,apple,train
./sliceguard_tmp/0ac458b3c6e0482b915b5013679a7c96.jfif,apple,train
./sliceguard_tmp/8b46dcd590224d62a870c84f7ab562bc.jfif,apple,train
./sliceguard_tmp/c0918a7f083240ea83b6af59a7b0a031.jfif,apple,train
./sliceguard_tmp/c1812e8eccd14357b39f56bc9741e08f.jfif,apple,train
./sliceguard_tmp/f80c18eb3f43414e97bae37644888271.jfif,apple,train
./sliceguard_tmp/fca5a2041d9b49d4bb419ef735d26053.jfif,apple,train
./sliceguard_tmp/a63b6f52a90147eda49a778c461eba6a.jfif,apple,train
./sliceguard_tmp/5c5a062e00a64f6dbc3c3ac56183c073.jfif,apple,train
./sliceguard_tmp/58684b6907314f1ba43bf9b1bf01be91.jfif,apple,train
./sliceguard_tmp/240305fcd25c478ba523d46046e5cd31.jfif,apple,train
./sliceguard_tmp/db81d6798e824d22a9a94c200061f0f8.jfif,apple,train
./sliceguard_tmp/5cc3b0fec4874fb7ab09162fcad3dbfb.jfif,apple,train
./sliceguard_tmp/5acc40e3cfe54772ba23d77948ffa167.jfif,apple,train
./sliceguard_tmp/a57e6d2ca0514bd49df6524be8413091.jfif,apple,train
./sliceguard_tmp/af709e775d414e8ba829118af8fc5bbc.jfif,apple,train
./sliceguard_tmp/dea62ffc73064c3ebc571a0d00d1674f.jfif,apple,train
./sliceguard_tmp/1bca28c659004a4680d7cea19e137730.jfif,apple,train
./sliceguard_tmp/8a543f3fc9cc4f8d995fbd8687470dbd.jfif,apple,train
./sliceguard_tmp/1c08fa9855b04cff940b48dc1f65eb24.jfif,apple,train
./sliceguard_tmp/de7d7018a14043efb438dc3a5e9c78ff.jfif,apple,train
./sliceguard_tmp/fd7d449ca98f4f43a64bb87fec44d04d.jfif,apple,train
./sliceguard_tmp/89fd1bdd9bd04805b08fd86eb1e33511.jfif,apple,train
./sliceguard_tmp/1dea59d8c990401d953e75f337a95fe6.jfif,apple,train
./sliceguard_tmp/ab1058cb332c4963b43cd57ae911d0a2.jfif,apple,train
./sliceguard_tmp/d261a1324d1d434a82bea948d242ff93.jfif,apple,train
./sliceguard_tmp/0c04bf6d42a14264aa41e2d37e4e3e78.jfif,apple,train
./sliceguard_tmp/90b37ec8dbf54117b081e04a526344d4.jfif,apple,train
./sliceguard_tmp/32119aaeef1249c68ad2dc687983226f.jfif,apple,train
./sliceguard_tmp/76680846b5a04b9b8cc4ebdd4892f15c.jfif,apple,train
./sliceguard_tmp/2be2718c9cb143dfb85e9c1849aa8f71.jfif,apple,train
./sliceguard_tmp/f8dd4b97a92142398f2dbb4427b120cf.jfif,apple,train
./sliceguard_tmp/f483b891910e4cdf962fd0620797e45b.jfif,apple,train
./sliceguard_tmp/6f2a75a1b3034036a0f43b76640858e9.jfif,apple,train
./sliceguard_tmp/c93aed0fc4e9401b902c60eded215500.jfif,apple,train
./sliceguard_tmp/13280a74b9bd405cb8fb5660bc65c79c.jfif,apple,train
./sliceguard_tmp/79e60e2f948044fb85bb8f8379aded3f.jfif,apple,train
./sliceguard_tmp/28c59ac1bdaa4f1899e8ad61ee9ddf5e.jfif,apple,train
./sliceguard_tmp/23154f7e52754b1dad7c1c604a4ab642.jfif,apple,train
./sliceguard_tmp/ed7c5af4d970465a9b17ca36c0cfac7f.jfif,apple,train
./sliceguard_tmp/9a5456db60fc4363be647b4ea3ab2825.jfif,apple,train
./sliceguard_tmp/944d57bf82ea4858b46d097e7edaf543.jfif,apple,train
./sliceguard_tmp/0896c3c6421441ebac7ecce85d52acb3.jfif,apple,train
./sliceguard_tmp/d6a4744d92bd431dabb7a3833fbfaa93.jfif,apple,train
./sliceguard_tmp/7146428e3faa438a9c86a4af906e42ac.jfif,apple,train
./sliceguard_tmp/dd561f20a80f4a729611dd6ad972ca1b.jfif,apple,train
./sliceguard_tmp/d91a4265916b4db1844643972ae129f0.jfif,apple,train
./sliceguard_tmp/a5cb5badd676436ab0e6786ebde681cc.jfif,apple,train
./sliceguard_tmp/b10100e9272e4d48b21c710daf3607cf.jfif,apple,train
./sliceguard_tmp/9ff46a34894f4aceb99cc3b15079b3f1.jfif,apple,train
./sliceguard_tmp/51ef38c577354a6cad0f1c5cd77336dd.jfif,apple,train
./sliceguard_tmp/cdc67b749f744e30a20ef08caf14abe7.jfif,apple,train
./sliceguard_tmp/1ccdcca2ea2d4ffe9c457deb63fa189e.jfif,apple,train
./sliceguard_tmp/e21d2771f4f74087a61b3948dcfa59f6.jfif,apple,train
./sliceguard_tmp/059fddf8e4754724b4b449ebb6a35207.jfif,apple,train
./sliceguard_tmp/efd759ac27bc4d3780172abee1296055.jfif,apple,train
./sliceguard_tmp/1161bbcd729642b3b953916bb98d88af.jfif,apple,train
./sliceguard_tmp/0a719b514de64b1fa8fb2c222d09dd3d.jfif,apple,train
./sliceguard_tmp/9dd2c1b5368843198762e1490ebbe6e6.jfif,apple,train
./sliceguard_tmp/bd6e16e1d264403886d38da755d43c0b.jfif,apple,train
./sliceguard_tmp/d53467dbc55f4fe5b104871bb0ca79a7.jfif,apple,train
./sliceguard_tmp/bdfcb343e5944f88a4626abb0fb581a0.jfif,apple,train
./sliceguard_tmp/876727219512420f8093272362197dfe.jfif,apple,train
./sliceguard_tmp/ba832fe9bc4e4356a6495420163b9bee.jfif,apple,train
./sliceguard_tmp/f5b934801ef34982a661c96536843b11.jfif,apple,train
./sliceguard_tmp/2e6684fc24b74744a71368d45440aa93.jfif,apple,train
./sliceguard_tmp/964412556a5f4ed7adabaf5f5ac8767e.jfif,apple,train
./sliceguard_tmp/fc6181cfb64243d584406e46e5beb9ae.jfif,apple,train
./sliceguard_tmp/6a90874dc1334982a3669a2c452b65d3.jfif,apple,train
./sliceguard_tmp/f59f1034beae47a5be55774873f26906.jfif,apple,train
./sliceguard_tmp/4a559829dce347cfaf46a34522c58749.jfif,apple,train
./sliceguard_tmp/79bb7c47b4db444eab79409556ed560d.jfif,apple,train
./sliceguard_tmp/d75abd539d04465fb8aa56db0f0b90de.jfif,apple,train
./sliceguard_tmp/8d27e93af08e496382e9761a7df50bbd.jfif,apple,train
./sliceguard_tmp/090b5b33006241078911ec4ac7bfbe90.jfif,apple,train
./sliceguard_tmp/47c6df64788a4584ba94aa31b1c01671.jfif,apple,train
./sliceguard_tmp/f12c0fdbdec14ceab39ecde9f7cefc33.jfif,apple,train
./sliceguard_tmp/05b566e16ebd463ea919422e033d1b4d.jfif,apple,train
./sliceguard_tmp/33e437bfb7c04a6985cdc42c9ffb3449.jfif,apple,train
./sliceguard_tmp/9e6067e295fa48b98c13345d4a3ae653.jfif,apple,train
./sliceguard_tmp/fb85db8cc3d243d486af6e8e1391a33b.jfif,apple,train
./sliceguard_tmp/9eb0cfb257bf4fb4a664c8476874f84b.jfif,apple,train
./sliceguard_tmp/3c1016e6e72a46d6900c7f90de6bb228.jfif,apple,train
./sliceguard_tmp/f75be241c5c1461fb3927dd07df42f60.jfif,apple,train
./sliceguard_tmp/723e3756313b4e9db6013d6d777e699e.jfif,apple,train
./sliceguard_tmp/a3521a58a84b4521b242e04611467b8d.jfif,apple,train
./sliceguard_tmp/6268006082eb47a0b6eac4ff8903e989.jfif,apple,train
./sliceguard_tmp/40d2a5ed9acf4361896be97971f34d61.jfif,apple,train
./sliceguard_tmp/aa47d7e220dc4e4dacd756b68a1ba343.jfif,apple,train
./sliceguard_tmp/1b3a20a689bc4dbca479b7f79f41d4cb.jfif,apple,train
./sliceguard_tmp/e36cfd0b683b424899ab80fea64027ac.jfif,apple,train
./sliceguard_tmp/13f3b3519aa34dff83e72dc3a3f82da6.jfif,apple,train
./sliceguard_tmp/05a89841430e4bd6975005fe9693dfa3.jfif,apple,train
./sliceguard_tmp/3a63d373aac64877b0598094e11a642e.jfif,apple,train
./sliceguard_tmp/aef291111efc40acade2a6a993b23820.jfif,apple,train
./sliceguard_tmp/b05839af18724c5f8eb27ea2b38ec4ba.jfif,apple,train
./sliceguard_tmp/e44e2ee5ae6247648d2fb6ecf5f9dc30.jfif,apple,train
./sliceguard_tmp/48154b6971e046e59346a78864f66f5e.jfif,apple,train
./sliceguard_tmp/cabdccf1ba044b4b9ed33247c3863b52.jfif,apple,train
./sliceguard_tmp/abed711e3abc4b9fb5ba3fe3c4c13029.jfif,apple,train
./sliceguard_tmp/d7d5166dbb664ec088b8e7da56657699.jfif,apple,train
./sliceguard_tmp/bbf01c32883041f7b1dac939e867b30c.jfif,apple,train
./sliceguard_tmp/05f4e0d7d99a48cba4c74c58a75f3399.jfif,apple,train
./sliceguard_tmp/10ad0d394aff4f23aff935ceb13baa65.jfif,apple,train
./sliceguard_tmp/a0f2665406c4401884fef4d09cfd0552.jfif,apple,train
./sliceguard_tmp/d1659efbb32a4b7f92e834ad559fbab9.jfif,apple,train
./sliceguard_tmp/b4fe77503c5643e7af7542595120e8d0.jfif,apple,train
./sliceguard_tmp/22104c77357b45d7ab9a1db64d3f9960.jfif,apple,train
./sliceguard_tmp/7527a08495e44e509342a02e462348c7.jfif,apple,train
./sliceguard_tmp/3e8be707482049e7997caeb2087731ae.jfif,apple,train
./sliceguard_tmp/dd208cfd9bfb4eb0ab48e167b92c6eab.jfif,apple,train
./sliceguard_tmp/388c1500d9ad485081b04d5a1816eab4.jfif,apple,train
./sliceguard_tmp/62ab01d3e4ea496095dbcdf7d7f56773.jfif,apple,train
./sliceguard_tmp/d2defef1b12c4eeba69ae1f04328bbbc.jfif,apple,train
./sliceguard_tmp/b14057773c4847d7a96996fb2bf60d49.jfif,apple,train
./sliceguard_tmp/6ddedf810bbc49b68490aae7b9088d44.jfif,apple,train
./sliceguard_tmp/386262f143af431699c78d9b3684198e.jfif,apple,train
./sliceguard_tmp/e2e7063cc79d4e75a18ed2514af80b34.jfif,apple,train
./sliceguard_tmp/dbe6eb8fd4404456911c83ee52d6fa17.jfif,apple,train
./sliceguard_tmp/b7ff1b628f474929a31970eebfe1d343.jfif,apple,train
./sliceguard_tmp/0c363c407fdd43b9b1eea3cd24510b3e.jfif,apple,train
./sliceguard_tmp/c2f3942a365d4278a55552c1b3e51e97.jfif,apple,train
./sliceguard_tmp/91b7edbe78f54ce99b9f9cea25bbe635.jfif,apple,train
./sliceguard_tmp/a2976058c1b14a9faf7ea530f32ef5fe.jfif,apple,train
./sliceguard_tmp/fbd96a090494490b99d55645eef40f69.jfif,apple,train
./sliceguard_tmp/f640f82909cd4fb4ac90b213dc2aba1b.jfif,apple,train
./sliceguard_tmp/451140c5516d40c3bb8b6c8e7afeeab0.jfif,apple,train
./sliceguard_tmp/a8d98adaf44c435d9e793484c8d5253c.jfif,apple,train
./sliceguard_tmp/3dba8d3e73be4df19b59fff88bb97144.jfif,apple,train
./sliceguard_tmp/eee0cb2773c8460b9c36f693e51a5187.jfif,apple,train
./sliceguard_tmp/184b43de2a9c41b292e2e12133eaaad4.jfif,apple,train
./sliceguard_tmp/3faa4b2d02914b82a8008ffcb1fc3dec.jfif,apple,train
./sliceguard_tmp/83e635913f794bae8b53dd8125b6213c.jfif,banana,train
./sliceguard_tmp/95117f04ed924d2b872dcea53ae75b4e.jfif,banana,train
./sliceguard_tmp/2b4f2a830d9947339f3848a84c9db385.jfif,banana,train
./sliceguard_tmp/309331d4474b400389ac50c8ca341473.jfif,banana,train
./sliceguard_tmp/72323824788a4f43afd2ae73dca88884.jfif,banana,train
./sliceguard_tmp/d055c871ed1c480ca7bcd269f6fea868.jfif,banana,train
./sliceguard_tmp/f0f2d4d4d920448d95009ec961a37782.jfif,banana,train
./sliceguard_tmp/963bfc4c19d543c2b27cfe3cd5201536.jfif,banana,train
./sliceguard_tmp/daa20ab806a74132896d1ce240162064.jfif,banana,train
./sliceguard_tmp/8bf7c5ae95e143d4b6a78c1822539d0a.jfif,banana,train
./sliceguard_tmp/064b8df6693541349768fb8ff47ceeab.jfif,banana,train
./sliceguard_tmp/2c76f2c6937548d2b8503c11545a7e4e.jfif,banana,train
./sliceguard_tmp/3db4f0a3a8d04245a63894a2fe24db09.jfif,banana,train
./sliceguard_tmp/0bf2ed99e4ea400fa559abf1600be3b9.jfif,banana,train
./sliceguard_tmp/8dec9e449d1347b6940eb7fbe9829525.jfif,banana,train
./sliceguard_tmp/69d01ab355db45549173d3dae8182b2d.jfif,banana,train
./sliceguard_tmp/0ab77f59beaf4bb0ac38fb9af1796b69.jfif,banana,train
./sliceguard_tmp/906fc743744e4d6fa49a678ce321cabd.jfif,banana,train
./sliceguard_tmp/296c86ead7fc4b8c80fb98d96a31bcf1.jfif,banana,train
./sliceguard_tmp/3dff105cc8fb4d34bd0067e79acbbe41.jfif,banana,train
./sliceguard_tmp/d2f9cefb31ac42ba8ea37546ff40a71f.jfif,banana,train
./sliceguard_tmp/e8123b4de22c4566ad331ee04cbe3d23.jfif,banana,train
./sliceguard_tmp/daecd81ca13e44fab000cd3a4aa0a715.jfif,banana,train
./sliceguard_tmp/f60caedd3a1243a8a4e7c5f47062bd9c.jfif,banana,train
./sliceguard_tmp/5ff04cc140b44a72b6c113212412ab54.jfif,banana,train
./sliceguard_tmp/f509de1d4ea342fe8d9154c6a4bb47eb.jfif,banana,train
./sliceguard_tmp/d62c8dea8f4e47648755bf474af20c40.jfif,banana,train
./sliceguard_tmp/417d8489aa764559aae73b29e873ff68.jfif,banana,train
./sliceguard_tmp/45c43decc6b2451c8c13a23d60498e63.jfif,banana,train
./sliceguard_tmp/d988338cbe494b7a917b67dbd1dceb42.jfif,banana,train
./sliceguard_tmp/5e1c37abc62c4b16bae7d756320e75a5.jfif,banana,train
./sliceguard_tmp/6181acf71aef4cb59ca863582ef5dee6.jfif,banana,train
./sliceguard_tmp/7df1e95b91a2426b9c1d9569e894a4c2.jfif,banana,train
./sliceguard_tmp/ddd59c8ab6ff4c38a7c3eb0b7b52c40f.jfif,banana,train
./sliceguard_tmp/2074ca8ba37142a08d2cf07d31aa6ee3.jfif,banana,train
./sliceguard_tmp/82b2c9de4f294d7abdbddf9ef78371db.jfif,banana,train
./sliceguard_tmp/384c911d118f403291be01d01703eea9.jfif,banana,train
./sliceguard_tmp/61f65808cd3f4c9285ee2616cbded835.jfif,banana,train
./sliceguard_tmp/90dce3b746934a7589c3c86062cc5558.jfif,banana,train
./sliceguard_tmp/84ad76e862494fffa9276a4b0a79efce.jfif,banana,train
./sliceguard_tmp/50a1bf8cf95d44f3bf7480b7be93d310.jfif,banana,train
./sliceguard_tmp/c321efb15fc94fc9aefbd7cc6d4f1235.jfif,banana,train
./sliceguard_tmp/5ae7b580f2874e1abe23e92494a879e3.jfif,banana,train
./sliceguard_tmp/7b4fb7075e944b8cac33b45e2f53c009.jfif,banana,train
./sliceguard_tmp/337422e659c14b83891147fadc969cca.jfif,banana,train
./sliceguard_tmp/9fb2cc2fb06d48e09f1ca78eb4346c22.jfif,banana,train
./sliceguard_tmp/db873a2860f446c6a2df6f2f32d360e2.jfif,banana,train
./sliceguard_tmp/5c8eca6c62ee4aac8639d55ad06b831d.jfif,banana,train
./sliceguard_tmp/696bb5ea506c45ad813f04e4fa4fb259.jfif,banana,train
./sliceguard_tmp/e68cd7487f51411d977f840d835d5015.jfif,banana,train
./sliceguard_tmp/fc19dfbacc7a40e6981fcf61f895ae3e.jfif,banana,train
./sliceguard_tmp/3e93dee279fa4db89ef3774280e66c16.jfif,banana,train
./sliceguard_tmp/7a92e57748d34e268c1ba76c52d82452.jfif,banana,train
./sliceguard_tmp/443ec24055fc411fbd70888e1b658fda.jfif,banana,train
./sliceguard_tmp/5b1b7dff279643f499828a3e680fa9cb.jfif,banana,train
./sliceguard_tmp/095f0dbb0ce941a39e4f714f01c88e13.jfif,banana,train
./sliceguard_tmp/e34c00f8d41a4a728bf385e9ecde0437.jfif,banana,train
./sliceguard_tmp/4f27811a9ad04fbb9dcae4959c05411e.jfif,banana,train
./sliceguard_tmp/62cf56767d05467fbabb4b573c608ca5.jfif,banana,train
./sliceguard_tmp/e761d3d9d1944954bfd1ed61caaca85e.jfif,banana,train
./sliceguard_tmp/6ee61f5cdaae402491efc4cc45318e99.jfif,banana,train
./sliceguard_tmp/2c50d89f45f24f268ec3123e3f5603e7.jfif,banana,train
./sliceguard_tmp/c2b8f15f376641b9ad894148b2629c12.jfif,banana,train
./sliceguard_tmp/3ac5a4b9f34a4816907610a58827d833.jfif,banana,train
./sliceguard_tmp/a0eaf87875d24c6b8f9233a638e9dcbb.jfif,banana,train
./sliceguard_tmp/890a1f495874452e958680931e1b4320.jfif,banana,train
./sliceguard_tmp/302fa0e78ad745f88f493e71b54e5b8c.jfif,banana,train
./sliceguard_tmp/42dcc06750184459b26bec3cef1dfc9b.jfif,banana,train
./sliceguard_tmp/896550a5820d4964a9a4187e572bca99.jfif,banana,train
./sliceguard_tmp/63a3ed4caa8a4fdaa3ff8ff932f5fdbd.jfif,banana,train
./sliceguard_tmp/4fca3ed8ad664d9483844ed30beec0ec.jfif,banana,train
./sliceguard_tmp/9a18f168bea648e491fa82672d015ef5.jfif,banana,train
./sliceguard_tmp/6d66d290fb8b4313a2b9db616eadedd8.jfif,banana,train
./sliceguard_tmp/10d3cd418ec1402699f1e0e97c8d091d.jfif,banana,train
./sliceguard_tmp/9bd797bb4db34047b1a56af47f24e13e.jfif,banana,train
./sliceguard_tmp/ce2c1a16159f4609bfc3a558febf93aa.jfif,banana,train
./sliceguard_tmp/4d4927a727cb4b0e8edb3b272ec90563.jfif,banana,train
./sliceguard_tmp/5bb011ccaea44dc6b1e73bb8a3545e2c.jfif,banana,train
./sliceguard_tmp/4403a53c2def47c69682755b61ee78c3.jfif,banana,train
./sliceguard_tmp/0756bfa0a7424c87a4e33c081697164d.jfif,banana,train
./sliceguard_tmp/09fab298416f4e2fbc99ae3676c80021.jfif,banana,train
./sliceguard_tmp/217db6a1a33d47be8e22b812f449036f.jfif,banana,train
